Rentrée scolaire;UAI;IPS;Ecart-type de l'IPS
2023;0690615U;115.5;27.1
2023;0690621A;127.5;28.9
2023;0691497C;85.2;24.2
2023;0691614E;125.6;37.5
2023;0691645N;80.6;28.1
2023;0691666L;75.7;24.6
2023;0691669P;89.3;28.2
2023;0692163B;119.9;38.2
2023;0692165D;115.0;37.4
2023;0692337R;74.5;17.8
2023;0692343X;67.3;19.6
2023;0692521R;106.5;41.5
2023;0692583H;81.5;27.7
2023;0692693C;121.7;41.7
2023;0692698H;113.2;38.7
2023;0692700K;95.7;34.1
2023;0692703N;86.8;29.8
2023;0692923C;126.9;27.7
2023;0692928H;144.1;18.9
2023;0692938U;127.8;27.3
2023;0692940W;133.4;25.8
2023;0692943Z;142.6;21.3
2023;0692944A;127.9;28.4
2023;0694295U;87.5;26.9
2023;0694312M;122.1;28.9
2023;0700006B;93.3;29.5
2023;0700027Z;99.8;30.0
2023;0700045U;98.8;33.8
2023;0700895T;102.2;33.1
2023;0701192R;89.1;31.2
2023;0710053X;101.9;27.7
2023;0710067M;104.7;30.6
2023;0711071D;105.8;30.1
2023;0711146K;97.3;28.3
2023;0711252A;97.4;26.6
2023;0711925G;99.0;25.5
2023;0720001K;92.0;35.1
2023;0720011W;99.2;32.4
2023;0720014Z;96.5;32.3
2023;0720081X;79.4;28.7
2023;0720799C;108.9;36.3
2023;0720811R;112.7;28.3
2023;0720815V;97.2;27.0
2023;0720906U;96.6;36.7
2023;0720983C;90.0;24.4
2023;0720989J;81.3;24.6
2023;0721224P;87.7;32.6
2023;0721225R;117.2;34.2
2023;0721226S;89.7;29.9
2023;0721364S;94.8;33.2
2023;0721408P;100.0;28.5
2023;0730007L;110.6;27.0
2023;0730008M;99.6;32.2
2023;0730010P;111.3;30.6
2023;0730022C;111.6;31.9
2023;0730028J;116.8;30.9
2023;0730044B;100.3;30.0
2023;0730045C;109.1;31.6
2023;0730049G;109.6;31.0
2023;0730796U;102.9;22.3
2023;0730984Y;109.7;31.9
2023;0731041K;110.9;34.3
2023;0731204M;120.1;34.8
2023;0731272L;111.7;28.2
2023;0740018T;122.5;32.9
2023;0740021W;110.8;35.9
2023;0740024Z;108.0;30.0
2023;0740025A;123.5;31.6
2023;0740065U;116.1;38.4
2023;0740071A;96.4;35.6
2023;0740112V;113.0;29.9
2023;0740274W;95.1;34.5
2023;0740930J;121.7;37.7
2023;0741163M;122.0;28.1
2023;0741165P;82.8;27.2
2023;0741279N;130.2;28.8
2023;0741281R;111.0;29.6
2023;0741282S;131.1;29.5
2023;0741308V;111.4;32.1
2023;0741665H;105.7;33.1
2023;0750182R;124.8;29.1
2023;0750362L;127.8;40.6
2023;0750387N;140.3;34.9
2023;0750444A;123.6;39.7
2023;0750484U;95.4;34.8
2023;0750584C;113.3;44.0
2023;0750607C;118.0;41.1
2023;0750611G;122.8;40.7
2023;0751563S;109.6;37.5
2023;0751707Y;104.6;40.7
2023;0751790N;145.9;32.8
2023;0752189X;118.3;40.2
2023;0752249M;127.6;38.0
2023;0752250N;134.5;40.2
2023;0752252R;100.0;37.8
2023;0752524L;130.5;40.0
2023;0752528R;150.1;31.0
2023;0752544H;92.4;29.9
2023;0752546K;132.1;39.2
2023;0752549N;147.5;30.0
2023;0752695X;93.5;31.0
2023;0752882A;146.5;14.3
2023;0752896R;141.7;19.5
2023;0752900V;146.8;17.4
2023;0752917N;148.0;9.7
2023;0752935H;160.4;14.6
2023;0752936J;139.6;20.4
2023;0753345D;96.4;27.6
2023;0753908R;139.6;25.1
2023;0753982W;130.7;27.4
2023;0755030K;74.4;20.7
2023;0755241P;102.5;39.4
2023;0760034Z;96.4;29.8
2023;0760049R;97.2;26.5
2023;0760050S;81.2;22.0
2023;0760069M;90.1;31.1
2023;0760079Y;94.5;33.1
2023;0760101X;89.8;30.9
2023;0760105B;93.0;29.1
2023;0760108E;100.5;33.9
2023;0760172Z;100.5;37.6
2023;0761699J;97.5;34.1
2023;0761701L;89.1;27.0
2023;0761704P;90.3;28.8
2023;0761739C;70.1;18.6
2023;0761778V;100.2;36.4
2023;0761781Y;83.6;24.1
2023;0761782Z;69.3;18.8
2023;0762123V;96.1;31.7
2023;0762133F;87.5;27.5
2023;0762202F;95.7;33.4
2023;0762289A;98.4;30.3
2023;0762566B;128.6;29.5
2023;0762568D;112.5;27.9
2023;0762861X;90.8;28.1
2023;0762919K;78.2;25.5
2023;0763368Y;131.6;31.5
2023;0763406P;135.8;26.8
2023;0770005M;102.6;31.6
2023;0770010T;102.0;30.9
2023;0770019C;85.1;29.0
2023;0771173G;99.5;33.3
2023;0771177L;109.1;33.1
2023;0771178M;113.0;34.0
2023;0771222K;124.0;28.9
2023;0771331D;83.4;28.0
2023;0771365R;109.3;31.2
2023;0771419Z;109.1;31.0
2023;0771420A;75.3;21.2
2023;0771421B;120.1;29.3
2023;0771471F;96.2;32.5
2023;0771515D;97.6;31.7
2023;0771562E;112.1;29.0
2023;0771563F;111.1;32.4
2023;0771619S;111.7;31.3
2023;0771656G;100.0;32.3
2023;0771760V;91.7;31.6
2023;0771761W;70.6;20.7
2023;0771768D;98.7;35.8
2023;0771923X;125.0;27.8
2023;0772091E;106.6;30.8
2023;0772126T;97.0;27.7
2023;0772227C;109.1;31.1
2023;0772246Y;99.9;27.6
2023;0772248A;112.0;31.6
2023;0772293Z;109.3;34.0
2023;0772429X;110.3;34.0
2023;0772573D;103.2;32.7
2023;0772588V;122.1;35.1
2023;0780032L;89.5;29.5
2023;0780112Y;136.4;36.0
2023;0780180X;80.9;23.3
2023;0780265P;114.8;39.7
2023;0780267S;107.0;36.6
2023;0780578E;131.2;35.5
2023;0780579F;114.4;34.4
2023;0780656P;114.6;33.6
2023;0780712A;122.9;30.6
2023;0780713B;132.3;33.0
2023;0780846W;116.0;35.4
2023;0781106D;147.6;31.7
2023;0781108F;84.1;29.1
2023;0781586A;142.9;20.6
2023;0781590E;134.1;25.5
2023;0781591F;141.6;21.8
2023;0781594J;145.1;20.0
2023;0781597M;147.3;15.0
2023;0781601S;148.7;18.1
2023;0781618K;84.7;25.9
2023;0781914G;82.3;25.8
2023;0781986K;88.2;31.4
2023;0782114Z;124.9;35.5
2023;0783307W;144.0;18.9
2023;0783342J;134.1;29.1
2023;0783463R;86.8;32.8
2023;0783546F;161.3;21.3
2023;0783547G;150.3;26.6
2023;0790001X;88.8;24.9
2023;0790014L;93.1;26.5
2023;0790044U;99.2;27.9
2023;0790060L;94.9;22.2
2023;0790063P;98.8;23.8
2023;0790067U;102.1;24.4
2023;0790089T;115.7;33.0
2023;0790699F;115.6;32.9
2023;0790704L;95.4;24.3
2023;0790950D;111.7;31.6
2023;0800018K;91.8;34.2
2023;0800019L;68.0;16.7
2023;0801210F;124.0;30.6
2023;0801213J;114.2;27.4
2023;0801220S;126.0;27.5
2023;0801222U;104.3;27.0
2023;0801263N;75.6;29.0
2023;0801264P;63.9;16.8
2023;0801341Y;81.0;26.0
2023;0801368C;119.8;27.4
2023;0801489J;89.1;27.2
2023;0801533G;105.0;38.5
2023;0801786G;85.6;26.9
2023;0802134K;88.7;26.5
2023;0810008U;100.5;28.7
2023;0810026N;102.4;30.2
2023;0810038B;101.1;30.0
2023;0810041E;119.8;33.5
2023;0810043G;103.8;27.5
2023;0810088F;102.4;25.5
2023;0810787R;89.9;31.3
2023;0810993P;105.9;35.1
2023;0811030E;104.7;35.3
2023;0811061N;118.2;29.3
2023;0811063R;117.2;27.6
2023;0811197L;94.7;35.3
2023;0820007M;92.0;30.7
2023;0820029L;94.0;29.7
2023;0820754Z;115.6;29.3
2023;0820891Y;109.0;33.4
2023;0830002B;98.6;30.0
2023;0830019V;103.8;31.2
2023;0830110U;124.8;24.6
2023;0830162A;114.2;36.4
2023;0830181W;69.1;19.4
2023;0830734X;90.0;29.0
2023;0830830B;93.8;27.0
2023;0830834F;82.1;29.1
2023;0830925E;112.5;32.8
2023;0830955M;82.9;28.5
2023;0830996G;102.2;23.9
2023;0831274J;92.3;31.2
2023;0831306U;114.4;25.4
2023;0831424X;117.4;27.6
2023;0831442S;113.8;30.8
2023;0831645M;107.4;28.4
2023;0831657A;118.5;32.1
2023;0840006A;93.1;39.3
2023;0840014J;114.8;33.2
2023;0840035G;104.9;29.9
2023;0840073Y;121.6;31.0
2023;0840079E;119.3;30.5
2023;0840116V;94.6;31.4
2023;0840758T;86.7;38.5
2023;0840762X;82.4;28.0
2023;0840764Z;98.6;30.7
2023;0840851U;114.9;28.6
2023;0840852V;117.3;29.0
2023;0840926A;116.2;37.2
2023;0850024P;88.1;28.2
2023;0850039F;98.1;27.3
2023;0850065J;103.8;32.1
2023;0850067L;95.3;30.7
2023;0850084E;117.2;28.6
2023;0850090L;110.8;27.9
2023;0850107E;107.7;26.0
2023;0850108F;99.7;25.9
2023;0850111J;114.5;29.5
2023;0850125Z;103.7;28.0
2023;0850148Z;113.3;34.7
2023;0851163C;87.7;25.7
2023;0851181X;107.5;28.2
2023;0851191H;105.9;27.3
2023;0851193K;91.8;31.0
2023;0851195M;101.0;28.8
2023;0851620Z;105.7;31.2
2023;0851647D;94.6;28.9
2023;0851698J;95.3;30.8
2023;0860023H;92.0;27.9
2023;0860723U;100.8;37.4
2023;0860756E;123.2;29.4
2023;0860768T;109.0;28.4
2023;0861038L;108.7;32.5
2023;0870007K;98.7;28.6
2023;0870014T;108.0;34.4
2023;0870031L;102.9;29.1
2023;0870039V;107.8;30.0
2023;0870042Y;102.9;30.6
2023;0870083T;130.8;27.1
2023;0870120H;92.8;29.3
2023;0870658T;111.3;33.2
2023;0870816P;120.7;37.1
2023;0870865T;126.2;28.3
2023;0870909R;122.8;30.2
2023;0870960W;87.2;27.4
2023;0880014M;100.7;30.0
2023;0880106M;96.8;26.3
2023;0880155R;108.8;33.4
2023;0880156S;103.4;29.4
2023;0881372N;102.7;28.5
2023;0881386D;97.4;27.1
2023;0881397R;101.1;27.5
2023;0890006Y;101.5;38.6
2023;0890017K;87.2;24.9
2023;0890035E;103.5;31.1
2023;0890540D;98.6;28.9
2023;0890789Z;95.8;33.3
2023;0891054M;119.7;28.1
2023;0900007U;91.1;31.3
2023;0900014B;98.6;34.8
2023;0900032W;116.8;29.4
2023;0900237U;109.1;37.2
2023;0910028L;132.6;34.2
2023;0910045E;133.8;40.0
2023;0910624J;88.5;27.7
2023;0910817U;133.9;26.7
2023;0910836P;128.0;27.7
2023;0910859P;99.4;36.8
2023;0910860R;117.0;35.6
2023;0910968H;141.7;35.5
2023;0910973N;96.8;32.2
2023;0911025V;83.2;30.0
2023;0911031B;105.6;35.2
2023;0911036G;74.0;19.9
2023;0911127F;92.6;30.6
2023;0911334F;80.3;24.4
2023;0911341N;115.3;31.6
2023;0911397Z;85.2;25.5
2023;0911574S;112.8;31.5
2023;0911729K;78.0;23.6
2023;0911751J;135.6;25.7
2023;0911889J;114.2;42.1
2023;0912086Y;124.9;37.0
2023;0912174U;112.6;35.7
2023;0920626F;127.0;37.8
2023;0920700L;137.9;36.5
2023;0920882J;94.9;29.9
2023;0920884L;132.4;35.3
2023;0920998K;134.3;25.1
2023;0921003R;120.6;31.7
2023;0921015D;144.1;19.3
2023;0921018G;148.0;17.3
2023;0921165S;117.6;36.2
2023;0921170X;139.1;37.2
2023;0921181J;129.1;35.0
2023;0921234S;122.4;37.4
2023;0921240Y;132.0;36.8
2023;0921393P;127.0;36.7
2023;0921543C;86.0;27.0
2023;0921554P;138.7;35.9
2023;0921785R;144.7;32.7
2023;0921902T;146.1;15.6
2023;0921915G;148.1;15.2
2023;0921918K;139.8;23.8
2023;0922340U;111.1;27.7
2023;0922579D;150.5;27.7
2023;0922731U;138.4;24.9
2023;0922751R;124.0;27.9
2023;0930616P;73.4;21.2
2023;0930858C;98.8;34.1
2023;0930891N;81.3;23.4
2023;0930893R;77.4;24.5
2023;0930902A;101.5;24.8
2023;0930907F;116.9;27.9
2023;0930917S;134.1;29.7
2023;0930921W;122.2;27.3
2023;0930970Z;102.8;25.2
2023;0931145P;85.2;26.9
2023;0931148T;84.6;17.5
2023;0931149U;92.6;30.4
2023;0931189M;99.9;33.3
2023;0931192R;89.1;27.0
2023;0931196V;82.3;23.2
2023;0931211L;88.1;31.0
2023;0931223Z;76.3;23.0
2023;0931227D;107.5;35.6
2023;0931229F;82.8;23.9
2023;0931379U;77.3;24.3
2023;0931429Y;78.1;20.4
2023;0931439J;111.9;40.5
2023;0931485J;78.0;24.8
2023;0931610V;87.7;29.7
2023;0931612X;75.9;19.8
2023;0931764M;116.0;27.4
2023;0931765N;77.2;27.6
2023;0931843Y;124.7;29.1
2023;0931844Z;105.6;28.4
2023;0932263E;82.6;27.4
2023;0932272P;77.8;25.0
2023;0932579Y;92.2;33.2
2023;0932725G;90.8;30.8
2023;0932773J;111.0;26.8
2023;0940521F;89.5;24.8
2023;0940552P;144.6;32.0
2023;0940569H;129.2;36.4
2023;0940748C;129.7;32.6
2023;0940808T;139.3;22.8
2023;0940810V;134.8;24.2
2023;0940879V;133.0;28.3
2023;0941023B;117.8;34.4
2023;0941035P;90.6;30.4
2023;0941044Z;82.3;24.2
2023;0941090Z;126.1;38.3
2023;0941095E;79.6;22.8
2023;0941299B;92.9;32.0
2023;0941348E;108.6;32.6
2023;0941596Z;121.7;36.9
2023;0941600D;128.9;34.5
2023;0941602F;91.5;30.6
2023;0941614U;129.6;28.4
2023;0941718G;146.9;18.1
2023;0942499F;87.6;28.7
2023;0950014Z;99.0;34.8
2023;0950025L;88.0;26.2
2023;0950026M;80.5;24.4
2023;0950711G;73.8;19.4
2023;0950723V;78.7;18.4
2023;0950749Y;72.8;21.1
2023;0950763N;136.2;24.9
2023;0950885W;78.9;24.1
2023;0950926R;93.8;28.4
2023;0950932X;120.2;37.4
2023;0950933Y;103.5;31.2
2023;0950939E;72.1;25.0
2023;0950941G;101.9;32.8
2023;0950945L;107.5;33.0
2023;0951099D;120.5;37.0
2023;0951142A;85.4;28.7
2023;0951195H;92.5;34.3
2023;0951232Y;120.8;30.4
2023;0951233Z;121.8;34.1
2023;0951400F;113.4;32.6
2023;0951401G;84.7;30.1
2023;0951506W;138.4;24.2
2023;0951696C;118.3;37.3
2023;0951725J;109.9;34.8
2023;0951801S;107.0;34.5
2023;0951822P;113.3;33.7
2023;0951919V;114.7;32.8
2023;0951920W;78.0;24.9
2023;0951943W;132.3;29.7
2023;0951945Y;77.5;26.0
2023;0951992Z;125.2;34.4
2023;0952036X;76.6;24.8
2023;0952045G;113.2;35.5
2023;0952088D;99.7;31.9
2023;0952140K;98.5;30.7
2023;0952145R;119.3;26.8
2023;0952205F;115.2;34.2
2023;6200006M;80.1;31.5
2023;6200010S;125.8;30.6
2023;6200041A;97.9;27.5
2023;6200055R;113.7;30.7
2023;7200020J;96.8;28.4
2023;7200044K;104.6;27.9
2023;7200053V;99.4;30.6
2023;7200160L;92.5;29.4
2023;7200727C;108.2;27.7
2023;9710021W;100.3;32.7
2023;9710029E;95.3;35.5
2023;9710032H;94.9;21.8
2023;9710035L;106.7;28.4
2023;9710039R;91.9;35.6
2023;9710057K;127.9;26.1
2023;9710064T;114.4;29.1
2023;9710403L;94.5;29.8
2023;9710405N;87.6;28.2
2023;9710584H;92.7;29.5
2023;9710643X;95.0;30.0
2023;9710926E;96.7;29.4
2023;9711023K;91.6;30.0
2023;9711086D;114.9;35.7
2023;9711218X;99.5;33.6
2023;9720012F;97.9;28.8
2023;9720017L;89.9;27.1
2023;9720031B;92.6;31.8
2023;9720043P;109.8;34.6
2023;9720064M;130.4;24.5
2023;9720072W;117.7;23.8
2023;9720084J;85.4;26.5
2023;9720446C;82.0;21.9
2023;9720447D;95.6;28.5
2023;9720449F;101.0;31.6
2023;9720469C;106.0;32.4
2023;9720472F;79.6;23.9
2023;9720495F;92.2;27.9
2023;9720565G;89.9;30.4
2023;9720684L;112.9;35.3
2023;9720842H;87.8;24.8
2023;9720848P;99.3;29.9
2023;9730091L;74.8;23.3
2023;9730192W;71.6;26.2
2023;9730193X;72.0;20.4
2023;9730237V;78.8;28.1
2023;9730306V;83.7;29.0
2023;9730307W;78.1;22.3
2023;9730329V;65.2;16.2
2023;9730381B;71.9;15.7
2023;9730483M;84.3;30.8
2023;9740012V;88.5;30.8
2023;9740069G;88.5;33.0
2023;9740072K;127.8;28.0
2023;9740076P;126.3;31.0
2023;9740080U;71.3;22.6
2023;9740546A;92.0;36.5
2023;9740618D;77.6;23.9
2023;9740645H;73.2;26.8
2023;9740811N;80.6;29.5
2023;9740841W;71.4;21.7
2023;9740909V;92.2;36.0
2023;9741045T;79.1;26.8
2023;9741088P;114.1;32.4
2023;9741190A;82.5;31.3
2023;9741208V;73.8;24.1
2023;9741235Z;98.1;37.0
2023;9741261C;73.1;24.6
2023;9741262D;83.1;34.2
2023;9741313J;70.3;20.3
2023;9741630D;110.5;32.9
2023;9741654E;101.4;31.0
2023;9760042S;86.8;32.0
2023;9760162X;66.8;18.5
2023;9760166B;84.9;30.5
2023;9760245M;64.5;19.9
2023;9760371Z;77.4;22.9
2023;0010005A;110.4;31.3
2023;0010008D;95.1;31.5
2023;0010046V;102.5;32.2
2023;0010082J;123.9;29.9
2023;0010084L;112.7;29.7
2023;0010088R;137.4;26.5
2023;0010095Y;117.7;28.8
2023;0010796K;110.9;35.8
2023;0010895T;104.3;30.4
2023;0010964T;117.7;38.1
2023;0010974D;89.6;30.4
2023;0011067E;99.1;33.6
2023;0011070H;101.2;30.7
2023;0011071J;107.5;28.7
2023;0011142L;108.3;32.7
2023;0011333U;102.2;32.2
2023;0020037E;104.8;30.0
2023;0020039G;86.9;29.6
2023;0020056A;73.4;20.8
2023;0020065K;96.3;29.0
2023;0020072T;76.1;22.1
2023;0020080B;101.9;35.9
2023;0020472C;109.1;25.9
2023;0020473D;117.5;29.6
2023;0020484R;102.4;26.2
2023;0021490J;89.6;25.3
2023;0021493M;90.9;27.0
2023;0021518P;86.5;28.1
2023;0021659T;96.3;30.2
2023;0021663X;84.3;27.3
2023;0021691C;93.0;34.0
2023;0021721K;94.4;29.6
2023;0021724N;102.6;32.0
2023;0021823W;84.3;31.3
2023;0021989B;94.5;31.0
2023;0030002L;94.8;34.2
2023;0030010V;92.0;35.0
2023;0030018D;100.9;29.9
2023;0030021G;89.0;25.1
2023;0030030S;76.7;26.3
2023;0030035X;94.9;30.3
2023;0030042E;110.5;33.5
2023;0030049M;102.1;38.8
2023;0030050N;94.6;32.5
2023;0030070K;121.8;30.0
2023;0030092J;92.5;26.6
2023;0030104X;107.8;29.7
2023;0030892D;95.9;30.5
2023;0040002F;101.1;27.0
2023;0040013T;88.6;31.3
2023;0040014U;102.5;28.2
2023;0040019Z;101.5;28.8
2023;0040021B;108.5;28.7
2023;0040055N;87.8;30.2
2023;0040419J;111.4;30.0
2023;0040461E;113.3;25.8
2023;0040535K;107.8;30.7
2023;0050023Y;111.1;31.5
2023;0050519M;108.2;32.7
2023;0050562J;119.1;26.8
2023;0060063L;113.6;30.9
2023;0060841G;88.6;28.7
2023;0060842H;104.9;32.6
2023;0061003H;86.2;27.5
2023;0061119J;132.4;28.1
2023;0061130W;99.8;32.0
2023;0061133Z;108.6;33.3
2023;0061342B;101.6;31.1
2023;0061400P;105.3;30.5
2023;0061737F;115.1;34.2
2023;0061826C;104.9;27.9
2023;0061986B;108.2;31.9
2023;0062056C;142.9;31.2
2023;0062122Z;104.7;27.2
2023;0070019H;104.5;29.7
2023;0070024N;102.3;30.1
2023;0070062E;108.6;25.3
2023;0070860X;110.4;29.7
2023;0070861Y;106.8;28.9
2023;0070864B;105.2;29.0
2023;0071156U;84.9;34.1
2023;0071246S;105.6;33.2
2023;0080017A;91.0;28.5
2023;0080042C;99.6;31.8
2023;0080052N;95.4;28.9
2023;0080079T;83.2;28.1
2023;0080827F;84.4;28.1
2023;0080897G;94.9;31.9
2023;0080910W;83.7;28.4
2023;0080954U;82.4;27.9
2023;0081096Y;84.8;27.7
2023;0081097Z;93.1;32.2
2023;0081099B;83.0;26.2
2023;0090001C;106.1;26.7
2023;0090038T;103.6;23.0
2023;0100031E;99.3;34.2
2023;0100056G;116.7;29.8
2023;0100785Z;98.7;29.1
2023;0100787B;85.0;28.3
2023;0100905E;86.0;27.8
2023;0101031S;96.4;34.8
2023;0110011C;105.2;31.6
2023;0110052X;110.2;25.5
2023;0110067N;102.3;31.4
2023;0110674Y;93.6;30.6
2023;0110675Z;103.9;28.5
2023;0110686L;94.8;31.9
2023;0110810W;97.1;30.7
2023;0110825M;98.7;32.1
2023;0120002M;105.7;31.7
2023;0120032V;112.8;29.8
2023;0120077U;101.2;18.2
2023;0120080X;104.0;27.9
2023;0120084B;111.4;29.2
2023;0120090H;102.5;20.7
2023;0120092K;104.6;25.7
2023;0121133S;106.8;30.1
2023;0130028K;124.2;34.0
2023;0130084W;106.5;32.7
2023;0131364M;135.8;29.8
2023;0131371V;123.8;26.8
2023;0131387M;119.3;27.0
2023;0131388N;105.4;25.2
2023;0131602W;98.5;36.3
2023;0131605Z;59.0;16.9
2023;0131607B;98.9;30.5
2023;0131609D;103.8;32.2
2023;0131622T;101.8;34.5
2023;0131700C;112.0;34.7
2023;0131704G;63.4;17.8
2023;0131746C;101.8;29.6
2023;0132009N;110.3;32.9
2023;0132207D;72.5;18.1
2023;0132208E;83.7;30.5
2023;0132217P;91.6;30.9
2023;0132313U;71.3;20.7
2023;0132323E;86.3;26.2
2023;0132327J;73.9;22.5
2023;0132411A;97.8;34.1
2023;0132412B;93.3;30.2
2023;0132491M;74.2;24.1
2023;0132494R;98.6;29.8
2023;0132496T;94.8;31.7
2023;0132568W;125.3;40.7
2023;0132573B;109.3;31.3
2023;0132789L;135.6;26.0
2023;0132921E;129.7;29.2
2023;0132955S;135.2;25.0
2023;0132956T;97.8;25.5
2023;0133287C;122.8;34.8
2023;0133351X;120.4;32.6
2023;0133352Y;89.9;32.6
2023;0133397X;134.1;24.4
2023;0133827P;116.5;30.1
2023;0133866G;112.4;28.7
2023;0140025B;115.7;34.5
2023;0140038R;96.7;29.6
2023;0140069Z;117.2;33.9
2023;0140075F;105.1;29.8
2023;0140079K;97.4;28.6
2023;0140086T;93.5;27.4
2023;0141135H;94.6;27.0
2023;0141216W;121.9;27.3
2023;0141219Z;100.6;26.2
2023;0141257R;83.9;23.3
2023;0141270E;86.7;25.2
2023;0141597K;97.6;39.0
2023;0141763R;111.6;30.5
2023;0141765T;104.2;31.5
2023;0142145F;92.0;30.3
2023;0150001V;106.3;28.2
2023;0150013H;103.2;28.1
2023;0150014J;99.9;26.8
2023;0150020R;101.3;25.1
2023;0150025W;99.6;23.9
2023;0150033E;106.9;28.8
2023;0150061K;107.4;30.7
2023;0160029V;97.1;28.7
2023;0160032Y;100.8;30.6
2023;0160042J;100.7;28.8
2023;0160077X;105.3;28.6
2023;0160094R;111.6;29.9
2023;0160113L;64.1;18.8
2023;0160116P;112.3;33.9
2023;0160863B;104.3;30.2
2023;0160866E;96.6;32.6
2023;0160884Z;83.9;27.7
2023;0161048C;122.8;29.9
2023;0161106R;108.2;34.1
2023;0170008S;100.0;26.3
2023;0170011V;99.9;33.5
2023;0170047J;107.2;29.0
2023;0170055T;98.9;26.3
2023;0170063B;98.0;32.5
2023;0170082X;98.3;27.5
2023;0170112E;108.3;26.5
2023;0170113F;115.1;32.5
2023;0170118L;110.2;29.9
2023;0170142M;104.8;33.8
2023;0170384A;125.0;33.3
2023;0170387D;102.6;29.4
2023;0171022U;108.9;28.1
2023;0171034G;112.7;32.2
2023;0171122C;111.1;31.9
2023;0171159T;95.3;27.6
2023;0171160U;90.8;25.4
2023;0171210Y;115.8;30.2
2023;0180002E;89.7;26.7
2023;0180023C;99.6;31.5
2023;0180028H;102.2;30.4
2023;0180031L;99.5;27.3
2023;0180033N;87.0;25.6
2023;0180673J;87.6;31.4
2023;0180732Y;94.5;28.9
2023;0180736C;99.0;28.9
2023;0180745M;95.5;24.4
2023;0180769N;90.6;28.4
2023;0180796T;124.1;28.3
2023;0190002Z;97.3;26.5
2023;0190009G;96.9;28.0
2023;0190023X;102.2;25.6
2023;0190025Z;100.1;30.2
2023;0190059L;126.8;26.9
2023;0190695C;101.6;29.6
2023;0190779U;107.8;26.6
2023;0210001M;99.9;25.1
2023;0210029T;113.2;31.7
2023;0210046L;91.5;25.2
2023;0211150L;95.0;34.6
2023;0211227V;103.5;35.2
2023;0211230Y;103.3;31.9
2023;0211358M;91.6;27.3
2023;0211391Y;107.1;33.3
2023;0211452P;97.6;26.9
2023;0211557D;103.0;30.0
2023;0211756V;105.5;29.9
2023;0220015X;103.8;32.1
2023;0220046F;98.1;31.4
2023;0220073K;104.0;30.6
2023;0220098M;110.9;27.9
2023;0220151V;107.3;26.7
2023;0220157B;100.0;22.0
2023;0220172T;106.8;27.9
2023;0220197V;99.4;31.9
2023;0221037H;89.4;27.5
2023;0221038J;102.6;31.4
2023;0221537B;99.2;30.5
2023;0221623V;106.9;32.3
2023;0221750H;127.5;29.2
2023;0221877W;125.7;30.7
2023;0221999D;101.9;26.8
2023;0222030M;107.5;30.9
2023;0230032K;104.8;29.9
2023;0240044T;98.5;31.2
2023;0240055E;101.4;28.4
2023;0240158S;98.2;29.6
2023;0240650B;103.5;31.7
2023;0240924Z;103.8;25.7
2023;0240927C;104.5;31.6
2023;0240997D;98.6;30.5
2023;0241011U;96.6;30.4
2023;0250005V;106.5;32.5
2023;0250055Z;98.7;31.8
2023;0250056A;79.5;28.8
2023;0251053J;91.0;21.7
2023;0251058P;96.8;23.6
2023;0251080N;65.7;20.4
2023;0251116C;101.0;35.6
2023;0251127P;82.0;32.2
2023;0251211F;102.1;34.4
2023;0251324D;92.3;31.8
2023;0251348E;105.3;39.6
2023;0251375J;86.8;30.2
2023;0251394E;106.7;31.9
2023;0251524W;93.8;31.1
2023;0251556F;111.9;37.3
2023;0251586N;100.5;25.7
2023;0251949H;97.3;30.2
2023;0260011W;103.9;31.2
2023;0260027N;110.0;32.8
2023;0260030S;99.4;28.9
2023;0260045H;106.5;35.2
2023;0260096N;109.6;27.7
2023;0261030D;109.8;35.4
2023;0261088S;97.3;34.4
2023;0261135T;125.0;30.1
2023;0270010P;90.2;28.8
2023;0270040X;87.9;26.2
2023;0270054M;96.7;29.3
2023;0271095U;84.3;26.7
2023;0271267F;100.4;31.3
2023;0271285A;100.7;28.5
2023;0271321P;102.2;28.6
2023;0271448C;113.4;26.9
2023;0271482P;98.6;31.5
2023;0271676A;137.3;22.2
2023;0280002A;95.0;25.6
2023;0280656L;82.4;32.3
2023;0280869T;96.8;29.0
2023;0280887M;98.1;28.8
2023;0281043G;113.3;32.8
2023;0290033D;118.6;31.1
2023;0290049W;101.1;27.2
2023;0290058F;103.4;29.0
2023;0290068S;108.6;33.9
2023;0290088N;92.7;23.5
2023;0290153J;95.0;24.4
2023;0290236Z;113.9;32.8
2023;0290243G;116.4;27.9
2023;0290253T;104.9;23.4
2023;0290286D;109.6;25.8
2023;0290304Y;104.4;27.0
2023;0290307B;101.1;24.4
2023;0290314J;113.0;27.4
2023;0291086Y;98.8;27.2
2023;0291087Z;89.1;33.2
2023;0291102R;97.2;30.5
2023;0291227B;112.9;27.2
2023;0291590W;103.4;30.2
2023;0291595B;105.6;40.0
2023;0291635V;103.1;30.0
2023;0291753Y;124.5;34.7
2023;0291824A;103.0;37.2
2023;0291929P;121.5;34.3
2023;0291968G;111.8;29.7
2023;0292290G;105.5;29.4
2023;0300013B;88.2;29.2
2023;0300031W;99.2;29.3
2023;0300033Y;108.3;31.4
2023;0300062E;78.9;24.9
2023;0300091L;95.8;23.9
2023;0300101X;126.9;28.8
2023;0300141R;67.7;16.4
2023;0300922P;116.0;28.0
2023;0301013N;72.6;23.8
2023;0301014P;86.5;32.5
