Rentrée scolaire;UAI;IPS;Ecart-type de l'IPS
2023;0301671D;117.7;33.0
2023;0301723K;120.2;34.2
2023;0310021E;128.2;34.2
2023;0310022F;107.2;30.4
2023;0310023G;99.2;31.7
2023;0310035V;107.3;30.5
2023;0311112R;88.7;34.2
2023;0311148E;120.9;31.5
2023;0311150G;133.0;28.2
2023;0311231V;97.5;42.5
2023;0311237B;110.8;42.1
2023;0311264F;90.6;37.3
2023;0311265G;78.9;25.2
2023;0311330C;123.4;39.3
2023;0311333F;103.8;42.2
2023;0311335H;125.3;33.7
2023;0311581A;108.2;36.2
2023;0311634H;123.5;33.1
2023;0311967V;133.6;27.1
2023;0311972A;140.0;25.1
2023;0312307P;130.9;39.2
2023;0312611V;116.3;35.6
2023;0312612W;119.2;39.0
2023;0312743N;129.3;35.3
2023;0312842W;109.2;34.9
2023;0313045S;104.5;30.7
2023;0320006H;103.6;34.2
2023;0320027F;98.3;31.8
2023;0320608M;104.5;31.7
2023;0320686X;108.3;26.3
2023;0330066T;133.5;33.9
2023;0330083L;99.7;31.6
2023;0330106L;95.0;35.8
2023;0330108N;104.0;30.9
2023;0330125G;94.2;27.1
2023;0330140Y;74.0;25.2
2023;0330162X;105.6;37.6
2023;0330163Y;87.9;29.1
2023;0331435F;117.4;38.5
2023;0331461J;142.0;33.8
2023;0331511N;110.3;27.7
2023;0331531K;104.1;30.4
2023;0331663D;119.9;42.7
2023;0331669K;118.0;36.2
2023;0331754C;111.7;33.7
2023;0332343T;123.3;32.9
2023;0332486Y;115.8;30.1
2023;0332487Z;125.9;27.8
2023;0332489B;130.8;27.9
2023;0332490C;140.2;23.3
2023;0332494G;127.2;26.8
2023;0332706M;104.6;31.3
2023;0332743C;126.1;31.1
2023;0332746F;138.2;34.4
2023;0333134C;120.0;33.7
2023;0333329P;114.3;29.7
2023;0333529G;116.5;31.8
2023;0340053Y;91.2;29.7
2023;0340062H;111.6;30.7
2023;0340115R;109.9;34.6
2023;0340118U;70.9;26.4
2023;0340891J;109.3;26.6
2023;0340973Y;105.3;33.9
2023;0340974Z;105.4;30.9
2023;0341065Y;76.8;22.4
2023;0341278E;69.4;21.5
2023;0341367B;104.5;31.3
2023;0341387Y;105.5;32.1
2023;0341424N;109.4;34.9
2023;0341726S;97.9;22.0
2023;0342051V;118.9;34.0
2023;0342186S;106.4;32.8
2023;0342326U;104.5;32.4
2023;0350044H;98.6;32.9
2023;0350057X;112.8;33.2
2023;0350708E;90.1;25.2
2023;0350734H;82.7;32.8
2023;0350762N;99.7;32.4
2023;0350770X;109.3;28.3
2023;0350849H;101.2;26.5
2023;0350854N;119.1;28.4
2023;0350867C;123.3;29.3
2023;0350870F;111.8;25.7
2023;0350872H;115.2;29.0
2023;0350882U;109.4;28.7
2023;0350885X;97.3;19.4
2023;0350887Z;105.7;26.6
2023;0350913C;84.0;40.0
2023;0351791G;110.2;33.6
2023;0351909K;97.5;33.5
2023;0352069J;136.3;26.7
2023;0352958A;112.0;30.3
2023;0352972R;108.6;27.6
2023;0360016X;101.1;36.0
2023;0360023E;95.3;26.5
2023;0360033R;94.7;23.5
2023;0360038W;96.7;27.5
2023;0360048G;98.8;32.8
2023;0360496U;98.6;31.9
2023;0360543V;95.7;33.3
2023;0360544W;90.9;27.6
2023;0360718K;97.6;32.8
2023;0360719L;91.6;28.2
2023;0360720M;96.5;29.7
2023;0370045Y;111.5;41.1
2023;0370729S;135.6;32.1
2023;0370733W;97.9;23.7
2023;0370741E;128.9;31.0
2023;0370764E;93.8;38.0
2023;0370791J;75.3;26.1
2023;0370792K;115.2;36.5
2023;0370884K;106.6;31.5
2023;0371098T;104.0;34.1
2023;0371191U;99.5;27.1
2023;0371378X;116.3;33.8
2023;0380004Y;100.2;33.2
2023;0380007B;112.1;31.4
2023;0380038K;115.2;32.0
2023;0380044S;118.2;32.3
2023;0380055D;110.9;31.3
2023;0380278W;96.0;34.4
2023;0381658W;129.4;28.8
2023;0381664C;133.7;27.8
2023;0381694K;136.3;26.3
2023;0381703V;115.8;26.7
2023;0381706Y;119.7;29.1
2023;0381777A;134.2;36.5
2023;0381779C;110.4;35.1
2023;0381907S;98.2;37.5
2023;0382041M;133.9;37.9
2023;0382044R;78.1;24.1
2023;0382114S;119.1;42.1
2023;0382174G;87.4;30.7
2023;0382492C;133.1;34.4
2023;0382506T;102.1;36.5
2023;0382782T;127.1;32.2
2023;0383301G;110.1;31.1
2023;0383454Y;116.1;34.0
2023;0383455Z;120.8;36.9
2023;0383494S;98.0;34.6
2023;0390004T;103.5;28.1
2023;0390783P;102.2;27.9
2023;0390800H;108.4;32.8
2023;0390823H;103.0;30.7
2023;0390906Y;113.2;33.9
2023;0390907Z;95.2;32.8
2023;0390997X;102.2;30.2
2023;0391003D;105.9;28.7
2023;0400014Y;93.7;26.2
2023;0400023H;104.9;28.7
2023;0400034V;97.3;27.3
2023;0400043E;107.0;27.7
2023;0400077S;96.0;24.6
2023;0400105X;102.2;29.9
2023;0400874H;108.7;29.8
2023;0401014K;116.2;33.2
2023;0401048X;113.2;30.9
2023;0401066S;102.3;33.8
2023;0410003F;72.5;25.2
2023;0410621C;87.1;19.5
2023;0410651K;93.6;28.8
2023;0410682U;111.3;30.3
2023;0410716F;107.0;31.2
2023;0410860M;103.5;32.7
2023;0410952M;66.9;20.2
2023;0420003A;104.6;35.5
2023;0420022W;105.0;28.2
2023;0420024Y;109.3;34.5
2023;0420035K;92.6;32.7
2023;0420038N;101.2;27.5
2023;0420978K;124.8;25.9
2023;0421014Z;104.7;29.6
2023;0421038A;120.4;30.2
2023;0421041D;107.5;30.5
2023;0421172W;104.1;33.0
2023;0421454C;107.1;35.7
2023;0421486M;88.1;30.9
2023;0421569C;90.2;33.1
2023;0421572F;99.0;32.8
2023;0421688G;86.5;31.2
2023;0421798B;96.9;26.6
2023;0421804H;120.6;29.5
2023;0421919H;76.9;25.0
2023;0422136U;99.4;30.1
2023;0430002U;105.7;30.9
2023;0430012E;97.6;19.6
2023;0430019M;89.6;27.0
2023;0430032B;103.7;27.9
2023;0430034D;100.5;29.2
2023;0430072V;101.1;25.1
2023;0430092S;99.6;19.7
2023;0430903Y;108.6;26.2
2023;0440008V;113.2;34.2
2023;0440023L;121.1;44.0
2023;0440028S;102.5;39.1
2023;0440049P;111.2;40.4
2023;0440147W;100.8;35.1
2023;0440184L;119.9;28.0
2023;0440190T;126.7;27.7
2023;0440193W;118.1;26.0
2023;0440211R;105.8;33.8
2023;0440221B;117.7;29.4
2023;0440223D;108.4;23.2
2023;0440228J;127.3;29.3
2023;0440243A;105.5;27.0
2023;0440293E;93.1;28.6
2023;0440308W;100.8;30.5
2023;0440347N;118.7;33.6
2023;0441612N;98.3;29.6
2023;0441657M;117.8;33.0
2023;0441821R;131.5;37.2
2023;0441822S;129.7;33.0
2023;0441859G;113.7;33.3
2023;0441931K;143.4;19.2
2023;0441935P;122.7;31.3
2023;0441940V;132.6;23.7
2023;0442023K;115.5;34.3
2023;0442029S;129.7;33.3
2023;0442119P;130.1;33.9
2023;0442595G;122.3;32.4
2023;0442781J;116.2;29.4
2023;0442782K;109.9;32.4
2023;0442806L;114.4;34.4
2023;0450006M;92.5;29.6
2023;0450008P;88.2;28.2
2023;0450016Y;96.2;30.7
2023;0450053N;121.4;38.6
2023;0450061X;102.8;26.7
2023;0450787L;95.8;26.5
2023;0450789N;86.9;32.5
2023;0450790P;90.1;33.1
2023;0450936Y;82.2;29.4
2023;0451070U;81.3;29.3
2023;0451107J;91.3;28.7
2023;0451332D;102.2;27.3
2023;0451333E;125.7;27.1
2023;0451443Z;113.2;31.8
2023;0451450G;75.6;23.8
2023;0451544J;92.0;29.6
2023;0451660K;114.5;33.1
2023;0460015S;103.7;32.2
2023;0460021Y;108.9;31.7
2023;0460030H;101.9;29.2
2023;0460046A;104.3;23.0
2023;0460592U;101.7;29.8
2023;0460593V;100.5;31.6
2023;0470012H;97.0;29.6
2023;0470043S;96.1;29.0
2023;0470049Y;89.8;31.9
2023;0470677F;87.0;32.6
2023;0470720C;95.4;29.0
2023;0470733S;101.7;33.7
2023;0470775M;84.6;27.2
2023;0480006W;111.5;31.2
2023;0480011B;100.4;26.6
2023;0480013D;103.5;30.6
2023;0480034B;107.0;32.2
2023;0490010V;94.4;28.4
2023;0490014Z;117.7;32.7
2023;0490017C;91.1;33.4
2023;0490022H;86.0;30.2
2023;0490032U;116.0;34.3
2023;0490048L;89.4;32.6
2023;0490783K;73.3;26.9
2023;0490839W;121.3;28.7
2023;0490854M;103.2;23.7
2023;0490860U;105.6;29.3
2023;0490875K;106.0;26.5
2023;0490881S;104.0;26.2
2023;0491024X;106.1;30.3
2023;0491028B;86.5;35.0
2023;0491641T;117.6;32.8
2023;0491825T;112.9;41.5
2023;0491826U;95.3;34.4
2023;0500001E;109.1;34.5
2023;0500011R;100.4;28.0
2023;0500012S;90.9;28.6
2023;0500034R;99.9;31.3
2023;0500050H;94.5;30.4
2023;0500053L;92.1;23.2
2023;0500068C;85.5;26.5
2023;0500072G;95.1;26.1
2023;0500144K;97.7;22.5
2023;0500150S;104.2;26.4
2023;0501205N;80.5;26.8
2023;0501703E;111.8;29.0
2023;0510022X;86.6;27.1
2023;0510048A;119.2;33.3
2023;0510051D;118.0;32.6
2023;0510054G;93.8;30.0
2023;0511084B;124.7;36.4
2023;0511177C;104.9;27.4
2023;0511188P;106.5;30.8
2023;0511214T;82.8;29.3
2023;0511216V;100.6;32.0
2023;0511251H;68.2;18.4
2023;0511258R;98.0;27.6
2023;0511327R;87.0;28.0
2023;0511470W;85.9;28.1
2023;0520018M;91.9;28.0
2023;0520051Y;88.1;27.5
2023;0520794F;93.4;29.1
2023;0530005T;92.8;30.7
2023;0530021K;98.7;29.6
2023;0530041G;95.4;35.8
2023;0530061D;106.0;29.5
2023;0530066J;95.4;21.6
2023;0530082B;105.7;35.0
2023;0530792Y;103.9;28.2
2023;0530793Z;91.1;28.3
2023;0530803K;97.8;25.5
2023;0530826K;101.2;33.3
2023;0540004L;99.3;30.4
2023;0540014X;100.5;31.7
2023;0540047H;110.6;40.3
2023;0540088C;77.1;18.8
2023;0540110B;96.6;37.4
2023;0540112D;103.7;36.3
2023;0541211Y;106.5;32.6
2023;0541336J;100.9;33.7
2023;0541469D;68.8;18.7
2023;0541565H;88.4;31.8
2023;0541578X;83.2;27.2
2023;0541778P;121.4;40.1
2023;0541817G;78.3;25.8
2023;0550006H;86.3;26.2
2023;0550011N;89.3;27.4
2023;0550018W;91.5;28.3
2023;0550022A;102.7;30.6
2023;0550804A;95.5;31.3
2023;0560002Y;106.3;38.1
2023;0560006C;116.1;34.1
2023;0560018R;110.3;33.9
2023;0560029C;116.4;38.7
2023;0560122D;123.8;28.2
2023;0560169E;98.8;23.3
2023;0561356V;108.8;29.9
2023;0561358X;95.5;29.0
2023;0561376S;100.0;26.3
2023;0561378U;103.0;27.8
2023;0561386C;100.6;29.2
2023;0561410D;101.5;27.2
2023;0561544Z;130.1;27.8
2023;0561545A;116.5;28.9
2023;0561598H;122.3;34.0
2023;0561616C;110.0;29.8
2023;0561840W;114.8;27.7
2023;0570038G;105.3;30.6
2023;0570128E;122.4;36.8
2023;0570315H;111.4;33.0
2023;0570327W;100.2;27.5
2023;0570328X;97.5;28.6
2023;0572020L;98.0;30.1
2023;0572088K;82.0;28.9
2023;0572168X;83.2;32.4
2023;0572169Y;88.6;27.9
2023;0572352X;118.8;40.0
2023;0572488V;89.0;33.3
2023;0572579U;64.7;21.2
2023;0572582X;98.8;35.3
2023;0572640K;100.4;37.5
2023;0572813Y;81.0;31.3
2023;0572814Z;93.7;31.8
2023;0572815A;99.4;32.4
2023;0572925V;129.7;27.4
2023;0572929Z;125.5;26.4
2023;0573269U;77.1;26.3
2023;0580019F;97.9;28.8
2023;0580028R;91.3;25.9
2023;0580036Z;100.5;31.7
2023;0580599L;97.6;31.7
2023;0581009G;88.0;26.6
2023;0590030M;97.4;31.9
2023;0590031N;76.9;23.9
2023;0590046E;81.2;28.0
2023;0590068D;87.1;31.6
2023;0590082U;114.3;36.8
2023;0590109Y;71.7;24.5
2023;0590155Y;99.1;41.5
2023;0592713D;108.8;34.2
2023;0592886S;85.7;20.5
2023;0592889V;132.0;26.8
2023;0592895B;126.1;26.1
2023;0592900G;128.1;27.6
2023;0592917A;142.2;23.1
2023;0592950L;115.4;28.1
2023;0593144X;114.0;31.9
2023;0593150D;89.4;22.1
2023;0593159N;104.9;26.7
2023;0593177H;87.2;31.1
2023;0593180L;100.5;39.6
2023;0593196D;104.3;41.6
2023;0593217B;101.5;30.7
2023;0593218C;114.7;32.0
2023;0593228N;116.1;37.3
2023;0593231S;99.5;31.1
2023;0593234V;112.6;35.1
2023;0593235W;85.8;37.7
2023;0593483R;86.3;29.2
2023;0593488W;88.8;32.8
2023;0593490Y;105.1;33.1
2023;0593668S;103.6;32.1
2023;0593673X;89.8;34.2
2023;0593991T;118.7;34.7
2023;0594168K;85.5;28.4
2023;0594295Y;81.6;28.9
2023;0594308M;81.3;25.2
2023;0594394F;77.3;32.3
2023;0594402P;72.3;20.9
2023;0594409X;71.0;21.6
2023;0594418G;73.6;22.3
2023;0594505B;116.0;26.6
2023;0594523W;104.2;32.5
2023;0594525Y;102.8;38.2
2023;0594527A;98.8;35.7
2023;0594533G;74.8;25.4
2023;0594537L;102.8;35.7
2023;0594538M;86.8;30.0
2023;0594643B;97.8;32.8
2023;0594644C;92.3;34.1
2023;0594872A;104.3;33.9
2023;0594879H;81.2;28.6
2023;0595167W;80.6;32.7
2023;0595382E;123.2;31.1
2023;0595712N;87.0;27.3
2023;0596059R;103.1;33.5
2023;0596860L;79.1;23.4
2023;0596988A;104.9;32.1
2023;0600007G;72.5;24.1
2023;0600030G;95.5;29.8
2023;0601142R;131.7;24.5
2023;0601150Z;139.7;22.4
2023;0601158H;109.7;27.3
2023;0601180G;90.3;26.0
2023;0601293E;99.3;29.4
2023;0601295G;109.1;40.6
2023;0601296H;91.6;28.5
2023;0601365H;98.9;30.8
2023;0601367K;112.1;34.8
2023;0601406C;89.1;29.8
2023;0601443T;100.6;28.5
2023;0601445V;97.6;30.0
2023;0601469W;82.5;24.2
2023;0601487R;97.9;31.3
2023;0601786R;111.4;30.3
2023;0610010E;98.6;26.3
2023;0610031C;102.5;28.4
2023;0610037J;98.8;31.6
2023;0610740Y;101.5;32.5
2023;0610959L;87.3;27.3
2023;0610970Y;94.4;27.2
2023;0611023F;91.6;34.5
2023;0611024G;94.2;25.1
2023;0611026J;67.0;19.1
2023;0620039F;86.1;24.4
2023;0620051U;75.7;27.7
2023;0620079Z;79.1;25.1
2023;0620082C;89.0;27.1
2023;0620130E;90.3;31.4
2023;0622084D;98.2;31.9
2023;0622087G;78.8;24.3
2023;0622129C;121.4;28.1
2023;0622135J;104.8;27.5
2023;0622417R;77.1;26.1
2023;0622422W;85.7;26.1
2023;0622427B;113.4;33.6
2023;0622790W;92.8;30.1
2023;0622792Y;93.5;29.0
2023;0622799F;82.9;27.7
2023;0622806N;106.8;34.6
2023;0622943M;81.6;25.4
2023;0622950V;98.9;32.8
2023;0623016S;87.0;28.5
2023;0623018U;85.9;26.5
2023;0623115Z;93.3;31.6
2023;0623310L;96.6;39.2
2023;0623570U;114.6;31.0
2023;0623571V;127.0;28.8
2023;0623918X;72.8;21.5
2023;0623919Y;88.5;30.2
2023;0630008S;112.6;30.0
2023;0630028N;110.0;35.8
2023;0630047J;100.8;28.3
2023;0630058W;101.7;22.7
2023;0630063B;122.6;35.8
2023;0630072L;112.8;32.2
2023;0630074N;111.2;36.4
2023;0631083K;100.8;25.7
2023;0631097A;107.3;26.4
2023;0631153L;95.4;32.4
2023;0631161V;93.4;30.6
2023;0631412T;97.3;33.1
2023;0631479R;123.4;32.0
2023;0631502R;72.8;22.6
2023;0631503S;91.8;27.5
2023;0631735U;123.6;31.5
2023;0640007K;106.5;32.3
2023;0640023C;101.0;30.3
2023;0640110X;122.6;26.8
2023;0640121J;109.9;26.1
2023;0640146L;123.6;28.0
2023;0640147M;105.4;25.0
2023;0640211G;102.2;30.5
2023;0640229B;105.2;30.2
2023;0641391P;116.3;33.3
2023;0641509T;111.6;32.9
2023;0641561Z;83.5;24.8
2023;0641653Z;128.8;28.3
2023;0641656C;113.6;29.2
2023;0641702C;125.4;29.3
2023;0650003A;109.2;28.3
2023;0650022W;107.0;33.6
2023;0650031F;89.9;34.6
2023;0650050B;99.7;33.1
2023;0650075D;104.8;25.1
2023;0650089U;113.3;30.3
2023;0660038H;100.2;31.2
2023;0660049V;100.0;42.0
2023;0660062J;128.8;26.5
2023;0660063K;120.5;29.3
2023;0660431K;101.4;31.6
2023;0660872P;119.9;31.0
2023;0670035Z;100.0;31.2
2023;0670065G;87.0;28.7
2023;0671593T;90.0;35.3
2023;0671595V;94.1;31.4
2023;0671686U;117.2;34.1
2023;0671824U;112.0;35.5
2023;0671830A;104.2;38.9
2023;0671915T;110.1;43.9
2023;0671960S;102.3;31.2
2023;0671985U;105.8;30.0
2023;0672074R;108.0;32.6
2023;0672130B;84.4;31.3
2023;0672132D;115.3;36.7
2023;0672304R;132.5;32.3
2023;0672306T;142.6;26.4
2023;0680013V;100.7;32.6
2023;0680019B;103.9;33.3
2023;0680071H;99.8;33.2
2023;0680079S;96.6;28.7
2023;0680101R;108.0;34.1
2023;0680139G;113.6;27.8
2023;0681125D;93.3;29.0
2023;0681267H;85.1;27.5
2023;0681659J;110.8;30.5
2023;0681663N;133.2;31.7
2023;0681747E;82.2;28.6
2023;0681965S;106.0;31.6
2023;0690060R;84.0;26.0
2023;0690078K;107.6;30.9
2023;0690099H;74.9;27.4
2023;0690131T;112.5;42.9
2023;0690546U;138.7;22.0
2023;0690551Z;116.0;30.1
2023;0690581G;103.8;28.9
2023;0690624D;131.8;29.2
2023;0691480J;84.1;26.8
2023;0691481K;95.0;36.3
2023;0691483M;81.1;25.4
2023;0691484N;102.9;36.6
2023;0691662G;130.1;37.5
2023;0691730F;74.2;23.8
2023;0691736M;119.0;37.6
2023;0691798E;92.7;32.4
2023;0692164C;93.9;29.6
2023;0692334M;107.2;37.9
2023;0692335N;100.9;35.8
2023;0692410V;104.2;39.1
2023;0692419E;97.2;33.2
2023;0692420F;93.9;37.9
2023;0692423J;111.7;39.3
2023;0692578C;82.8;28.9
2023;0692704P;108.3;36.3
2023;0692898A;108.4;33.8
2023;0692920Z;142.8;24.0
2023;0692921A;136.1;25.2
2023;0692925E;112.8;29.1
2023;0692931L;133.4;28.8
2023;0692936S;129.5;28.2
2023;0692942Y;118.2;28.5
2023;0693092L;117.1;36.1
2023;0693834T;83.9;32.2
2023;0693975W;125.0;34.9
2023;0694092Y;115.5;31.4
2023;0694279B;109.8;26.6
2023;0694497N;83.7;26.1
2023;0700004Z;93.8;28.6
2023;0700035H;93.8;28.2
2023;0700065R;100.7;27.3
2023;0700785Y;105.4;33.8
2023;0700894S;96.4;28.3
2023;0701036W;102.8;31.5
2023;0710115P;110.6;28.8
2023;0710536X;93.5;31.2
2023;0711294W;91.8;30.4
2023;0711296Y;102.2;29.2
2023;0711324D;93.2;29.5
2023;0711490J;102.9;30.8
2023;0720015A;97.1;30.5
2023;0720046J;104.0;30.7
2023;0720051P;94.9;32.7
2023;0720053S;89.4;23.5
2023;0720070K;97.1;34.7
2023;0720798B;115.8;36.8
2023;0720812S;125.6;29.6
2023;0720817X;101.7;24.9
2023;0720904S;92.5;26.8
2023;0720986F;110.3;32.1
2023;0720987G;60.8;15.0
2023;0720988H;89.5;27.4
2023;0721042S;106.7;30.2
2023;0721090U;109.1;39.8
2023;0730001E;103.3;29.6
2023;0730765K;113.5;30.9
2023;0730769P;103.5;23.4
2023;0730853F;112.7;36.5
2023;0730901H;78.6;31.8
2023;0731044N;110.3;33.4
2023;0740001Z;104.1;29.2
2023;0740020V;107.9;32.1
2023;0740026B;118.4;31.5
2023;0740032H;101.8;33.0
2023;0740036M;124.4;33.0
2023;0740038P;107.4;31.6
2023;0740039R;106.2;33.0
2023;0740043V;120.0;32.6
2023;0740106N;116.7;28.9
2023;0740117A;130.0;30.0
2023;0740119C;115.7;26.0
2023;0740126K;112.8;27.5
2023;0740157U;96.6;33.6
2023;0740910M;91.6;28.5
2023;0740911N;85.6;31.7
2023;0741097R;84.4;28.8
2023;0741139L;85.0;30.6
2023;0741227G;103.9;35.5
2023;0741278M;135.6;26.3
2023;0741284U;118.6;27.9
2023;0741419R;105.4;35.2
2023;0741514U;106.0;34.4
2023;0741596H;111.6;32.3
2023;0750445B;100.1;33.6
2023;0750465Y;118.3;42.4
2023;0750507U;102.5;41.5
2023;0750525N;121.1;42.3
2023;0750546L;80.0;31.8
2023;0750550R;105.4;41.6
2023;0750608D;125.1;41.1
2023;0751706X;111.9;43.9
2023;0752190Y;99.5;35.8
2023;0752192A;125.8;39.3
2023;0752526N;151.1;29.6
2023;0752531U;148.5;32.4
2023;0752534X;138.4;38.3
2023;0752536Z;124.3;40.7
2023;0752547L;114.3;32.0
2023;0752550P;135.3;35.4
2023;0752551R;115.6;37.4
2023;0752556W;117.4;39.8
2023;0752925X;140.9;23.3
2023;0752926Y;145.4;18.0
2023;0753047E;114.2;40.9
2023;0753206C;119.9;27.7
2023;0753387Z;110.1;32.4
2023;0753518S;108.8;35.5
2023;0753967E;136.2;25.3
2023;0753996L;138.5;25.2
2023;0754008Z;139.2;27.0
2023;0754290F;117.6;28.0
2023;0754355B;97.4;37.1
2023;0754506R;144.3;18.8
2023;0754757N;144.8;16.6
2023;0754853T;133.9;29.9
2023;0754861B;144.8;20.8
2023;0755029J;109.3;31.4
2023;0760026R;82.3;24.3
2023;0760075U;83.7;26.7
2023;0760086F;95.8;33.5
2023;0760118R;96.4;32.4
2023;0760136K;106.1;32.4
2023;0760137L;91.5;29.1
2023;0761328F;96.5;26.5
2023;0761330H;103.3;26.3
2023;0761692B;114.9;40.9
2023;0761717D;122.3;28.7
2023;0761720G;143.2;21.0
2023;0761724L;126.8;27.1
2023;0761730T;110.7;28.9
2023;0761731U;111.7;30.3
2023;0761737A;85.6;28.9
2023;0761786D;101.9;36.1
2023;0762085D;93.7;32.0
2023;0762090J;108.7;32.6
2023;0762107C;83.1;23.4
2023;0762126Y;90.8;26.9
2023;0762128A;80.0;23.6
2023;0762129B;91.4;27.4
2023;0762132E;72.0;20.3
2023;0762199C;96.1;31.4
2023;0762225F;100.0;31.4
2023;0762227H;107.3;32.4
2023;0762459K;81.1;28.0
2023;0762565A;122.8;30.1
2023;0762598L;110.9;30.3
2023;0762738N;91.1;32.3
2023;0762764S;106.2;33.5
2023;0762816Y;118.0;33.7
2023;0770027L;106.0;33.8
2023;0770038Y;119.5;33.1
2023;0770040A;86.0;27.1
2023;0770059W;102.1;27.4
2023;0770928R;130.2;39.1
2023;0771068T;111.2;30.0
2023;0771172F;72.7;20.9
2023;0771174H;93.0;31.3
2023;0771175J;107.2;35.6
2023;0771176K;91.0;29.0
2023;0771217E;132.6;25.7
2023;0771218F;122.8;28.1
2023;0771334G;107.0;35.1
2023;0771342R;106.8;34.4
2023;0771424E;122.7;35.1
2023;0771511Z;108.6;33.2
2023;0771618R;88.8;31.6
2023;0771620T;102.9;28.1
2023;0771621U;92.7;29.5
2023;0771659K;100.1;30.7
2023;0771878Y;98.7;31.9
2023;0771959L;106.4;28.1
2023;0771992X;106.7;33.6
2023;0771993Y;109.9;33.9
2023;0772119K;116.6;34.4
2023;0772154Y;120.8;35.8
2023;0772189L;105.2;32.9
2023;0772191N;103.8;30.4
2023;0772331R;110.2;32.8
2023;0772499Y;111.2;31.6
2023;0772574E;105.9;33.4
2023;0772589W;113.1;32.1
2023;0780002D;127.0;37.7
2023;0780050F;121.3;37.8
2023;0780116C;87.5;27.8
2023;0780210E;125.5;31.9
2023;0780254C;121.9;32.0
2023;0780256E;125.7;33.9
2023;0780258G;112.2;42.1
2023;0780260J;125.8;35.1
2023;0780512H;107.7;36.4
2023;0780571X;101.9;32.4
2023;0780572Y;86.9;26.9
2023;0780575B;139.5;34.8
2023;0780709X;132.1;32.5
2023;0780714C;129.6;37.7
2023;0780758A;110.3;29.9
2023;0781204K;140.7;32.6
2023;0781298M;116.4;36.5
2023;0781537X;144.1;19.9
2023;0781570H;148.3;28.0
2023;0781620M;147.9;15.9
2023;0781862A;115.8;30.4
2023;0781863B;147.3;28.7
2023;0781886B;130.1;34.2
2023;0783248G;107.2;33.3
2023;0783251K;113.3;35.5
2023;0783295H;141.2;19.9
2023;0783339F;135.3;25.3
2023;0783340G;115.8;28.6
2023;0783378Y;107.6;33.4
2023;0783592F;119.9;31.3
2023;0783636D;98.0;27.0
2023;0783774D;72.7;20.8
2023;0790004A;84.2;22.7
2023;0790013K;111.0;27.1
2023;0790016N;107.6;30.6
2023;0790017P;96.4;28.8
2023;0790020T;100.2;25.2
2023;0790030D;101.0;35.2
2023;0790033G;92.7;28.7
2023;0790052C;103.3;36.7
2023;0790708R;89.4;32.6
2023;0790945Y;86.8;28.0
2023;0791017B;108.2;28.0
2023;0791042D;100.3;32.0
2023;0791134D;121.5;28.2
2023;0800002T;95.9;33.3
2023;0800004V;105.6;32.1
2023;0800025T;114.7;35.2
2023;0800034C;87.6;28.0
2023;0800036E;82.0;27.2
2023;0800039H;87.3;32.5
2023;0801212H;132.8;27.4
2023;0801227Z;109.3;25.8
2023;0801325F;100.7;31.1
2023;0801375K;97.8;33.8
2023;0801490K;94.0;27.0
2023;0801616X;78.9;27.3
2023;0801723N;107.6;28.1
2023;0810002M;98.7;25.1
2023;0810020G;100.0;31.7
2023;0810122T;112.3;28.5
2023;0810124V;103.1;32.2
2023;0810125W;89.9;30.9
2023;0810960D;108.6;35.1
2023;0810961E;80.8;28.0
2023;0811032G;111.4;33.9
2023;0811066U;117.5;28.1
2023;0811340S;117.4;35.0
2023;0820022D;94.2;38.4
2023;0820048G;106.0;26.3
2023;0820066B;93.9;29.3
2023;0820067C;97.6;29.4
2023;0820683X;108.2;34.8
2023;0820684Y;98.6;33.2
2023;0830012M;111.4;29.5
2023;0830028E;102.6;33.5
2023;0830031H;101.7;29.0
2023;0830071B;109.1;32.4
2023;0830103L;121.2;28.7
2023;0830106P;134.7;26.0
2023;0830111V;130.3;25.4
2023;0830145G;103.7;33.2
2023;0830148K;79.1;27.4
2023;0830823U;84.5;26.5
2023;0830836H;115.7;34.7
2023;0830928H;95.8;32.0
2023;0830956N;91.4;30.7
2023;0830959S;114.4;33.4
2023;0831012Z;105.0;31.4
2023;0831053U;86.2;30.4
2023;0831116M;107.8;34.7
2023;0831379Y;97.5;30.8
2023;0831482K;112.0;24.9
2023;0831709G;101.7;29.8
2023;0840018N;73.9;19.6
2023;0840032D;97.8;24.8
2023;0840033E;86.7;27.4
2023;0840051Z;82.3;25.7
2023;0840058G;121.5;29.2
2023;0840060J;123.2;35.3
2023;0840437U;93.0;30.2
2023;0840583C;95.3;31.5
2023;0840585E;97.4;30.7
2023;0840664R;74.4;24.4
2023;0840697B;92.0;37.4
2023;0840738W;83.0;29.4
2023;0850014D;95.3;25.1
2023;0850063G;101.2;33.7
2023;0850066K;96.7;32.0
2023;0850074U;109.7;29.3
2023;0850097U;97.4;23.4
2023;0850106D;108.8;26.7
2023;0850109G;102.1;23.7
2023;0850114M;126.1;29.7
2023;0850117R;120.4;28.7
2023;0850639H;106.0;34.6
2023;0850641K;99.7;25.9
2023;0851145H;103.8;27.6
2023;0851293U;116.1;28.1
2023;0851295W;130.6;25.9
2023;0851560J;100.8;31.1
2023;0851655M;101.0;30.4
2023;0860014Y;105.7;32.8
2023;0860032T;110.2;30.4
2023;0860765P;103.4;24.0
2023;0860799B;80.5;30.7
2023;0860984C;92.2;32.1
